reprov_fund_total,reprov_fund_anos_finais,reprov_med_total,reprov_med_1serie,pct_internet,pct_biblioteca,pct_lab_informatica,pct_quadra,pct_agua_potavel,pct_sem_esgoto,pct_sem_acessibilidade,pct_alimentacao,qt_salas_media,localizacao,dependencia_adm
0.0,,,,100.0,50.0,50.0,50.0,100.0,0.0,25.0,75.0,8.75,Urbana,Privada
,,2.8,5.1,100.0,100.0,100.0,100.0,100.0,0.0,50.0,100.0,13.5,Total,Estadual
1.5,0.5,2.4,1.2,100.0,50.0,62.5,62.5,100.0,0.0,12.5,75.0,11.125,Total,Total
,,2.2,3.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,8.0,Urbana,Estadual
2.2,3.4,0.0,0.0,100.0,33.33333333333333,0.0,33.33333333333333,100.0,0.0,66.66666666666666,33.33333333333333,9.666666666666666,Total,Privada
6.4,,,,98.85057471264368,32.18390804597701,45.97701149425287,24.13793103448276,100.0,0.0,6.896551724137931,100.0,9.57471264367816,Urbana,Municipal
1.1,2.3,,,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,16.0,Urbana,Privada
2.6,,,,66.66666666666666,0.0,66.66666666666666,66.66666666666666,100.0,0.0,33.33333333333333,100.0,6.666666666666667,Rural,Municipal
0.0,,,,90.9090909090909,18.181818181818183,0.0,45.45454545454545,100.0,0.0,18.181818181818183,100.0,10.818181818181818,Total,Municipal
0.4,0.3,0.0,0.0,90.47619047619048,28.57142857142857,52.38095238095239,14.285714285714285,100.0,0.0,0.0,100.0,4.380952380952381,Rural,Municipal
0.0,0.0,1.1,0.0,100.0,33.33333333333333,100.0,66.66666666666666,100.0,0.0,33.33333333333333,33.33333333333333,12.666666666666666,Total,Privada
,,4.3,4.1,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,8.0,Total,Estadual
10.6,19.3,,,100.0,0.0,14.285714285714285,21.428571428571427,100.0,0.0,21.428571428571427,100.0,5.142857142857143,Rural,Municipal
0.0,,,,100.0,50.0,50.0,50.0,100.0,0.0,0.0,50.0,6.0,Total,Privada
0.0,0.0,,,100.0,33.33333333333333,33.33333333333333,33.33333333333333,100.0,0.0,33.33333333333333,66.66666666666666,8.0,Urbana,Privada
2.9,4.3,,,100.0,82.35294117647058,23.52941176470588,29.411764705882355,100.0,0.0,29.411764705882355,100.0,6.529411764705882,Urbana,Municipal
1.2,2.6,0.0,0.0,100.0,12.5,12.5,12.5,100.0,0.0,25.0,100.0,6.5,Total,Total
1.0,3.4,,,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,7.0,Rural,Municipal
0.5,,,,66.66666666666666,33.33333333333333,0.0,16.666666666666664,100.0,0.0,50.0,16.666666666666664,4.0,Total,Privada
1.5,2.3,4.4,4.9,89.47368421052632,94.73684210526316,57.89473684210527,63.1578947368421,100.0,0.0,47.368421052631575,94.73684210526316,10.105263157894736,Urbana,Estadual
0.0,0.0,0.8,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,4.0,Total,Estadual
0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,9.0,Urbana,Estadual
,,4.3,9.2,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,7.0,Urbana,Estadual
3.8,5.8,4.8,3.8,100.0,60.0,40.0,60.0,100.0,0.0,0.0,100.0,8.4,Total,Total
1.0,1.1,2.0,4.1,100.0,64.70588235294117,29.411764705882355,82.35294117647058,100.0,0.0,23.52941176470588,52.94117647058824,13.352941176470589,Urbana,Privada
,,0.7,0.5,100.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0,20.0,Urbana,Estadual
0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,10.0,Urbana,Estadual
,,4.2,7.9,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,8.0,Urbana,Federal
5.5,9.0,,,100.0,21.73913043478261,4.3478260869565215,10.869565217391305,100.0,0.0,10.869565217391305,100.0,3.608695652173913,Total,Municipal
0.5,0.0,,,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,9.0,Total,Privada
,,2.6,3.4,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,13.0,Total,Estadual
3.5,4.4,,,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,6.0,Rural,Municipal
0.3,0.4,0.6,1.5,100.0,11.50442477876106,7.964601769911504,7.964601769911504,95.57522123893806,0.0,78.76106194690266,5.3097345132743365,8.415929203539823,Total,Privada
0.0,,,,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,6.0,Total,Privada
,,0.3,0.9,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,9.0,Rural,Estadual
0.0,,,,100.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,6.0,Rural,Total
3.1,5.9,,,87.5,37.5,12.5,37.5,100.0,0.0,37.5,100.0,6.5,Total,Municipal
0.0,0.0,,,100.0,100.0,0.0,0.0,100.0,0.0,50.0,0.0,6.0,Urbana,Privada
10.9,15.8,,,100.0,0.0,9.090909090909092,9.090909090909092,100.0,0.0,9.090909090909092,100.0,5.454545454545454,Rural,Municipal
1.3,2.7,,,95.45454545454544,22.727272727272727,40.909090909090914,9.090909090909092,95.45454545454544,0.0,9.090909090909092,100.0,8.045454545454545,Urbana,Municipal
4.5,5.6,,,100.0,33.33333333333333,0.0,0.0,100.0,0.0,0.0,100.0,8.333333333333334,Urbana,Municipal
8.2,10.6,,,100.0,28.57142857142857,14.285714285714285,28.57142857142857,100.0,0.0,71.42857142857143,100.0,7.857142857142857,Urbana,Municipal
,,1.8,3.9,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,20.0,Total,Estadual
1.7,2.8,,,100.0,58.620689655172406,60.91954022988506,51.72413793103448,100.0,0.0,35.63218390804598,100.0,11.781609195402298,Total,Municipal
7.6,8.5,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,4.333333333333333,Rural,Estadual
,,0.6,0.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0,8.0,Urbana,Estadual
0.5,0.9,4.2,3.7,100.0,54.0,26.0,68.0,100.0,0.0,32.0,86.0,10.92,Urbana,Total
6.0,6.5,,,100.0,0.0,0.0,0.0,100.0,20.0,30.0,100.0,5.3,Total,Municipal
0.2,0.5,1.5,2.6,99.04761904761904,34.285714285714285,21.26984126984127,48.888888888888886,99.04761904761904,0.0,56.19047619047619,79.04761904761905,10.92063492063492,Total,Total
8.2,15.2,,,100.0,25.0,50.0,50.0,100.0,0.0,0.0,100.0,11.25,Urbana,Municipal
2.6,4.3,2.7,2.7,77.77777777777779,23.61111111111111,13.194444444444445,13.88888888888889,59.02777777777778,20.13888888888889,69.44444444444444,95.13888888888889,6.166666666666667,Total,Total
6.8,7.1,19.2,29.2,100.0,4.3478260869565215,17.391304347826086,43.47826086956522,100.0,0.0,39.130434782608695,100.0,7.434782608695652,Total,Municipal
4.3,4.7,3.9,6.2,100.0,100.0,100.0,0.0,100.0,0.0,66.66666666666666,100.0,7.666666666666667,Total,Estadual
9.4,8.5,,,100.0,0.0,50.0,100.0,100.0,0.0,100.0,100.0,8.5,Rural,Municipal
,,7.0,17.4,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,4.0,Total,Estadual
3.9,,,,100.0,100.0,0.0,25.0,100.0,0.0,0.0,100.0,10.75,Urbana,Municipal
1.7,1.7,1.8,1.1,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,10.0,Total,Estadual
0.0,,,,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,2.0,Rural,Municipal
17.5,23.1,,,100.0,12.5,25.0,12.5,100.0,0.0,6.25,100.0,5.625,Urbana,Municipal
17.2,32.0,18.5,36.4,100.0,16.666666666666664,0.0,16.666666666666664,100.0,0.0,33.33333333333333,100.0,7.166666666666667,Total,Total
1.2,2.6,1.4,1.9,100.0,14.583333333333334,52.083333333333336,39.58333333333333,100.0,0.0,54.16666666666666,87.5,10.5625,Total,Total
0.0,,,,76.92307692307693,0.0,7.6923076923076925,7.6923076923076925,100.0,0.0,46.15384615384615,100.0,6.0,Rural,Total
,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,3.0,Total,Privada
10.6,10.7,2.6,6.7,66.66666666666666,25.0,8.333333333333332,8.333333333333332,100.0,0.0,75.0,100.0,4.333333333333333,Rural,Total
0.2,0.4,1.6,3.4,100.0,30.0,50.0,60.0,100.0,0.0,0.0,100.0,6.1,Total,Total
1.5,1.7,,,100.0,33.33333333333333,33.33333333333333,33.33333333333333,100.0,0.0,0.0,100.0,7.333333333333333,Urbana,Municipal
12.9,13.6,5.5,2.4,61.36363636363637,34.090909090909086,11.363636363636363,6.8181818181818175,97.72727272727272,34.090909090909086,61.36363636363637,95.45454545454544,6.204545454545454,Total,Total
1.0,2.6,,,100.0,0.0,21.052631578947366,31.57894736842105,100.0,5.263157894736842,10.526315789473683,100.0,11.473684210526317,Urbana,Municipal
0.0,0.0,0.0,0.0,100.0,71.42857142857143,14.285714285714285,71.42857142857143,100.0,0.0,7.142857142857142,92.85714285714286,9.714285714285714,Total,Total
3.0,5.8,,,100.0,25.0,25.0,25.0,100.0,0.0,0.0,100.0,7.5,Urbana,Municipal
,,4.9,7.0,75.0,50.0,25.0,25.0,100.0,0.0,25.0,100.0,8.0,Total,Estadual
5.0,7.8,1.6,4.8,100.0,33.33333333333333,33.33333333333333,0.0,100.0,0.0,66.66666666666666,100.0,5.333333333333333,Urbana,Total
10.9,7.4,8.0,13.2,80.0,80.0,80.0,0.0,100.0,0.0,60.0,100.0,4.8,Rural,Estadual
4.5,5.5,7.0,12.6,100.0,21.568627450980397,23.52941176470588,43.13725490196079,100.0,0.0,25.49019607843137,80.3921568627451,9.352941176470589,Total,Total
0.0,,,,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,8.0,Total,Privada
1.5,1.7,,,100.0,75.0,25.0,0.0,100.0,0.0,25.0,25.0,7.75,Total,Privada
0.0,0.0,6.6,12.8,100.0,20.0,60.0,20.0,100.0,0.0,0.0,80.0,9.0,Urbana,Total
1.0,1.9,1.7,6.5,100.0,56.52173913043478,8.695652173913043,26.08695652173913,100.0,0.0,26.08695652173913,95.65217391304348,5.217391304347826,Rural,Total
7.6,6.0,,,100.0,0.0,14.285714285714285,14.285714285714285,100.0,0.0,42.85714285714285,100.0,5.571428571428571,Urbana,Municipal
2.1,2.7,,,56.52173913043478,13.043478260869565,13.043478260869565,17.391304347826086,100.0,17.391304347826086,47.82608695652174,100.0,4.739130434782608,Total,Municipal
2.6,6.1,,,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,7.0,Rural,Municipal
0.0,0.0,0.0,0.0,100.0,20.0,40.0,20.0,100.0,0.0,80.0,100.0,9.6,Total,Total
,,1.7,6.5,100.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0,5.0,Rural,Estadual
2.6,2.6,1.6,0.9,100.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,11.0,Urbana,Estadual
2.8,2.8,3.7,6.6,100.0,80.0,80.0,60.0,100.0,0.0,20.0,100.0,9.8,Total,Estadual
8.2,11.8,4.8,6.6,100.0,60.0,80.0,20.0,100.0,0.0,40.0,80.0,7.8,Urbana,Estadual
0.0,0.0,,,100.0,100.0,100.0,50.0,100.0,0.0,0.0,100.0,4.0,Rural,Estadual
0.7,1.1,1.6,3.4,100.0,10.526315789473683,43.85964912280701,43.85964912280701,100.0,0.0,33.33333333333333,85.96491228070175,10.263157894736842,Urbana,Total
0.0,0.0,,,100.0,0.0,0.0,0.0,100.0,0.0,0.0,50.0,5.0,Urbana,Privada
0.0,0.0,4.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,11.0,Total,Privada
0.0,,,,100.0,0.0,0.0,0.0,100.0,0.0,33.33333333333333,100.0,7.0,Total,Municipal
4.6,3.7,2.1,3.1,100.0,66.66666666666666,83.33333333333334,100.0,100.0,0.0,16.666666666666664,100.0,12.166666666666666,Urbana,Estadual
,,4.8,,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,10.0,Total,Federal
0.2,,,,100.0,28.57142857142857,42.85714285714285,42.85714285714285,100.0,0.0,28.57142857142857,100.0,7.428571428571429,Urbana,Municipal
,,1.4,1.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,7.0,Urbana,Federal
0.0,0.0,,,100.0,100.0,50.0,50.0,100.0,0.0,0.0,0.0,11.5,Total,Privada
0.9,0.4,1.5,1.6,57.14285714285714,0.0,28.57142857142857,57.14285714285714,100.0,0.0,71.42857142857143,57.14285714285714,8.714285714285714,Total,Total
0.0,,,,100.0,50.0,0.0,50.0,100.0,0.0,0.0,100.0,6.0,Urbana,Municipal
11.1,9.5,,,100.0,0.0,0.0,10.0,100.0,10.0,70.0,100.0,1.9,Rural,Total
,,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,18.0,Urbana,Federal
6.5,7.5,,,53.48837209302325,4.651162790697675,2.3255813953488373,18.6046511627907,87.20930232558139,0.0,5.813953488372093,100.0,6.546511627906977,Total,Municipal
,,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,5.0,Urbana,Estadual
0.9,0.6,,,100.0,100.0,50.0,75.0,100.0,0.0,25.0,100.0,5.75,Rural,Municipal
11.6,3.9,,,100.0,0.0,50.0,100.0,100.0,0.0,0.0,100.0,10.0,Rural,Total
4.6,6.5,,,100.0,66.66666666666666,44.44444444444444,66.66666666666666,100.0,0.0,33.33333333333333,100.0,9.22222222222222,Total,Municipal
6.1,,,,100.0,14.285714285714285,0.0,14.285714285714285,100.0,0.0,0.0,100.0,6.0,Total,Municipal
6.5,10.2,11.1,21.8,100.0,40.0,23.33333333333333,30.0,100.0,0.0,6.666666666666667,86.66666666666667,9.266666666666667,Urbana,Total
1.5,2.8,,,100.0,33.33333333333333,0.0,33.33333333333333,100.0,0.0,0.0,100.0,4.666666666666667,Urbana,Municipal
4.3,4.3,3.8,4.8,100.0,71.42857142857143,42.85714285714285,100.0,100.0,0.0,0.0,100.0,14.0,Urbana,Estadual
3.5,4.7,,,100.0,25.0,17.5,55.00000000000001,100.0,0.0,17.5,100.0,12.725,Total,Municipal
1.6,0.0,,,100.0,33.33333333333333,33.33333333333333,66.66666666666666,100.0,0.0,0.0,100.0,4.333333333333333,Rural,Total
1.0,,,,100.0,66.66666666666666,100.0,33.33333333333333,100.0,0.0,0.0,100.0,10.333333333333334,Urbana,Municipal
0.6,1.4,,,100.0,66.66666666666666,0.0,0.0,100.0,0.0,33.33333333333333,33.33333333333333,9.666666666666666,Total,Privada
,,6.8,9.2,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,4.0,Rural,Privada
,,0.6,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,12.0,Total,Federal
5.8,10.7,,,100.0,41.66666666666667,25.0,33.33333333333333,100.0,0.0,16.666666666666664,100.0,5.333333333333333,Total,Municipal
5.5,10.7,,,91.17647058823528,17.647058823529413,20.588235294117645,73.52941176470588,100.0,5.88235294117647,64.70588235294117,100.0,6.117647058823529,Total,Municipal
0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,11.0,Urbana,Estadual
,,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,14.0,Total,Estadual
0.6,0.5,0.9,0.0,100.0,26.666666666666668,50.0,53.333333333333336,96.66666666666669,0.0,26.666666666666668,76.66666666666667,12.1,Urbana,Total
0.2,0.4,0.6,1.5,100.0,100.0,53.84615384615385,61.53846153846154,100.0,0.0,7.6923076923076925,38.46153846153847,10.923076923076923,Total,Privada
5.6,10.1,,,100.0,33.33333333333333,0.0,33.33333333333333,100.0,0.0,0.0,100.0,9.0,Urbana,Municipal
0.5,0.0,,,100.0,33.33333333333333,0.0,0.0,100.0,0.0,0.0,33.33333333333333,6.666666666666667,Total,Privada
,,6.4,6.9,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,12.0,Total,Federal
0.9,1.6,3.0,5.9,98.88888888888889,82.22222222222221,45.55555555555556,51.11111111111111,100.0,0.0,5.555555555555555,3.333333333333333,12.022222222222222,Urbana,Privada
3.9,6.0,5.9,10.1,100.0,62.16216216216216,43.24324324324324,43.24324324324324,100.0,0.0,2.702702702702702,97.2972972972973,9.216216216216216,Urbana,Total
0.4,0.0,0.0,0.0,100.0,0.0,50.0,50.0,100.0,0.0,50.0,66.66666666666666,10.166666666666666,Urbana,Privada
7.6,7.3,8.7,7.0,100.0,30.0,50.0,80.0,100.0,0.0,10.0,90.0,9.8,Total,Total
8.1,,,,100.0,20.0,0.0,40.0,100.0,0.0,40.0,100.0,7.2,Total,Municipal
7.7,10.2,,,80.0,0.0,60.0,20.0,100.0,0.0,0.0,100.0,6.8,Total,Municipal
1.2,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,8.0,Rural,Estadual
0.0,0.0,0.0,0.0,100.0,0.0,75.0,25.0,100.0,0.0,100.0,50.0,9.5,Urbana,Privada
,,6.3,9.4,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,13.0,Urbana,Estadual
1.9,1.9,2.0,2.4,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,13.0,Urbana,Estadual
0.0,0.0,0.0,0.0,100.0,0.0,25.0,75.0,100.0,0.0,25.0,100.0,18.75,Total,Total
15.9,15.9,8.8,13.1,88.88888888888889,0.0,33.33333333333333,22.22222222222222,77.77777777777779,11.11111111111111,22.22222222222222,100.0,9.555555555555555,Total,Estadual
0.0,0.0,0.0,0.0,100.0,14.285714285714285,35.714285714285715,14.285714285714285,100.0,0.0,57.14285714285714,100.0,3.357142857142857,Rural,Total
1.7,4.0,,,100.0,27.27272727272727,18.181818181818183,18.181818181818183,100.0,0.0,27.27272727272727,100.0,12.727272727272728,Urbana,Municipal
15.8,20.2,19.3,24.2,80.55555555555556,8.333333333333332,5.555555555555555,2.7777777777777777,100.0,0.0,97.2222222222222,100.0,2.2777777777777777,Rural,Estadual
0.0,0.0,,,100.0,75.0,75.0,50.0,100.0,25.0,0.0,100.0,2.5,Rural,Total
21.7,21.7,13.5,22.1,100.0,100.0,50.0,0.0,100.0,0.0,0.0,100.0,8.5,Total,Estadual
5.4,8.0,1.6,2.1,100.0,36.36363636363637,18.181818181818183,18.181818181818183,100.0,0.0,9.090909090909092,72.72727272727273,8.909090909090908,Urbana,Total
7.5,2.8,3.8,5.8,100.0,66.66666666666666,33.33333333333333,66.66666666666666,100.0,0.0,0.0,100.0,9.333333333333334,Urbana,Total
0.0,0.0,,,100.0,0.0,0.0,66.66666666666666,100.0,0.0,0.0,100.0,5.666666666666667,Rural,Municipal
,,19.0,20.5,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,6.0,Total,Federal
0.4,0.4,0.9,2.1,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,9.0,Urbana,Estadual
3.2,6.4,,,100.0,100.0,0.0,50.0,100.0,0.0,0.0,100.0,7.5,Rural,Municipal
0.0,0.0,,,100.0,33.33333333333333,11.11111111111111,11.11111111111111,100.0,0.0,0.0,100.0,12.333333333333334,Urbana,Municipal
2.2,4.2,5.7,10.6,100.0,33.33333333333333,0.0,66.66666666666666,100.0,0.0,0.0,100.0,10.0,Urbana,Total
13.3,21.0,,,81.25,25.0,50.0,31.25,100.0,0.0,37.5,100.0,6.0,Total,Municipal
2.4,2.9,1.9,2.4,100.0,88.88888888888889,11.11111111111111,33.33333333333333,100.0,0.0,5.555555555555555,77.77777777777779,7.166666666666667,Total,Total
0.0,,,,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,6.0,Urbana,Privada
0.0,0.0,0.0,0.0,100.0,15.384615384615383,23.07692307692308,30.76923076923077,100.0,0.0,23.07692307692308,84.61538461538461,6.461538461538462,Total,Total
3.5,5.8,12.6,22.3,100.0,56.60377358490566,47.16981132075472,28.30188679245283,100.0,1.8867924528301887,3.7735849056603774,69.81132075471697,10.037735849056604,Urbana,Total
0.2,0.7,,,100.0,20.0,40.0,20.0,100.0,0.0,20.0,100.0,6.8,Total,Municipal
7.1,15.3,,,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,9.0,Rural,Privada
7.3,4.9,8.3,13.5,100.0,70.0,30.0,30.0,100.0,0.0,0.0,80.0,7.3,Urbana,Total
0.0,0.0,0.3,0.0,100.0,16.666666666666664,33.33333333333333,50.0,100.0,0.0,0.0,33.33333333333333,18.166666666666668,Total,Privada
0.6,0.0,0.0,0.0,100.0,75.0,75.0,100.0,100.0,0.0,0.0,25.0,10.75,Total,Privada
7.9,,,,100.0,40.0,20.0,40.0,100.0,0.0,0.0,100.0,7.2,Urbana,Municipal
0.2,0.3,0.0,0.0,100.0,66.66666666666666,83.33333333333334,50.0,100.0,0.0,50.0,0.0,12.333333333333334,Total,Privada
0.0,,,,100.0,100.0,50.0,100.0,100.0,0.0,0.0,100.0,6.0,Total,Municipal
,,0.2,0.2,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,23.5,Urbana,Estadual
8.3,10.7,12.6,20.0,98.22222222222224,68.0,38.22222222222222,39.55555555555556,100.0,0.0,21.77777777777777,67.55555555555556,10.462222222222222,Urbana,Total
0.3,0.6,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,15.0,Total,Privada
12.6,14.8,,,100.0,50.0,3.8461538461538463,38.46153846153847,96.15384615384616,0.0,23.07692307692308,100.0,11.038461538461538,Urbana,Municipal
6.8,11.4,3.4,7.5,100.0,66.66666666666666,33.33333333333333,33.33333333333333,100.0,0.0,0.0,100.0,9.333333333333334,Urbana,Total
2.5,,,,100.0,33.33333333333333,33.33333333333333,66.66666666666666,100.0,0.0,0.0,100.0,9.0,Total,Municipal
0.0,0.0,,,100.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,4.0,Rural,Estadual
0.0,0.0,0.0,0.0,33.33333333333333,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,0.0,66.66666666666666,100.0,6.0,Rural,Total
,,5.6,9.2,100.0,60.0,40.0,40.0,100.0,20.0,0.0,100.0,9.4,Total,Estadual
0.6,0.6,2.4,1.2,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,15.0,Urbana,Estadual
0.0,0.0,,,100.0,0.0,25.806451612903224,22.58064516129032,100.0,0.0,3.225806451612903,100.0,3.774193548387097,Rural,Municipal
3.0,5.7,3.9,6.6,100.0,20.0,60.0,40.0,100.0,0.0,20.0,100.0,8.8,Urbana,Total
2.5,,,,100.0,16.666666666666664,0.0,35.714285714285715,100.0,0.0,9.523809523809524,100.0,8.880952380952381,Urbana,Municipal
3.7,7.9,10.0,4.2,83.33333333333334,13.333333333333334,6.666666666666667,30.0,100.0,0.0,20.0,96.66666666666669,5.966666666666667,Total,Total
1.5,2.1,5.7,7.3,100.0,46.540880503144656,23.270440251572328,54.71698113207547,100.0,1.257861635220126,1.8867924528301887,83.64779874213836,10.716981132075473,Urbana,Total
2.2,2.3,9.0,9.7,100.0,66.66666666666666,100.0,100.0,100.0,0.0,0.0,100.0,9.333333333333334,Total,Estadual
0.0,,,,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,8.0,Urbana,Privada
0.6,0.5,2.4,5.6,100.0,75.0,50.0,50.0,100.0,0.0,0.0,50.0,12.25,Total,Privada
5.9,4.5,7.4,14.8,100.0,100.0,50.0,50.0,100.0,0.0,100.0,100.0,6.0,Total,Estadual
1.5,3.6,16.4,14.6,100.0,66.66666666666666,33.33333333333333,66.66666666666666,100.0,0.0,33.33333333333333,100.0,8.666666666666666,Total,Total
6.3,10.6,16.9,24.5,100.0,37.93103448275862,31.03448275862069,41.37931034482759,100.0,0.0,10.344827586206897,96.55172413793105,8.0,Urbana,Total
0.8,1.7,,,100.0,45.45454545454545,9.090909090909092,9.090909090909092,81.81818181818183,0.0,54.54545454545454,100.0,6.181818181818182,Total,Municipal
2.3,5.7,,,100.0,50.0,50.0,0.0,100.0,0.0,0.0,100.0,8.0,Urbana,Municipal
4.2,1.4,0.0,0.0,50.0,0.0,0.0,0.0,75.0,25.0,50.0,100.0,4.25,Rural,Estadual
0.0,0.0,4.2,3.8,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,10.0,Total,Estadual
2.1,3.0,,,100.0,10.869565217391305,30.434782608695656,52.17391304347826,100.0,0.0,36.95652173913043,100.0,10.369565217391305,Urbana,Municipal
0.0,,,,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,5.0,Rural,Municipal
0.0,0.0,0.0,0.0,100.0,50.0,0.0,100.0,100.0,0.0,0.0,100.0,10.5,Rural,Estadual
3.1,6.3,0.0,0.0,100.0,25.0,75.0,25.0,100.0,0.0,0.0,100.0,6.75,Urbana,Total
7.9,11.3,12.5,15.8,100.0,62.82051282051282,35.8974358974359,48.71794871794872,97.43589743589745,0.0,12.82051282051282,93.5897435897436,15.538461538461538,Urbana,Total
4.7,6.8,8.3,14.5,60.0,0.0,20.0,60.0,100.0,0.0,60.0,100.0,8.8,Urbana,Total
13.2,13.2,2.2,3.8,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,6.0,Urbana,Estadual
9.4,14.0,,,90.0,90.0,70.0,20.0,100.0,0.0,0.0,100.0,6.4,Rural,Municipal
1.1,0.0,0.0,,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,10.0,Total,Privada
0.2,0.2,0.3,0.3,100.0,83.33333333333334,33.33333333333333,66.66666666666666,100.0,0.0,16.666666666666664,100.0,16.666666666666668,Urbana,Estadual
6.4,7.5,,,50.0,14.285714285714285,0.0,0.0,71.42857142857143,7.142857142857142,28.57142857142857,100.0,2.7142857142857144,Rural,Total
8.1,11.5,13.9,21.2,91.66666666666666,91.66666666666666,66.66666666666666,66.66666666666666,100.0,0.0,0.0,91.66666666666666,12.416666666666666,Urbana,Estadual
10.3,15.1,,,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,17.0,Rural,Municipal
0.1,0.1,,,100.0,0.0,0.0,33.33333333333333,100.0,0.0,22.22222222222222,100.0,10.444444444444445,Urbana,Municipal
10.2,9.5,1.6,3.5,100.0,0.0,0.0,50.0,100.0,0.0,25.0,100.0,5.75,Urbana,Total
8.6,,,,15.789473684210526,0.0,0.0,0.0,100.0,0.0,100.0,100.0,1.368421052631579,Rural,Municipal
5.6,5.1,,,100.0,40.0,20.0,40.0,100.0,0.0,0.0,100.0,5.6,Rural,Municipal
7.6,17.4,,,75.0,12.5,0.0,0.0,100.0,12.5,87.5,100.0,1.75,Rural,Municipal
6.0,4.3,,,100.0,8.333333333333332,0.0,50.0,100.0,0.0,16.666666666666664,100.0,9.333333333333334,Urbana,Municipal
0.1,0.0,0.5,0.0,100.0,100.0,75.0,75.0,100.0,0.0,25.0,75.0,9.5,Urbana,Total
,,0.0,0.0,100.0,100.0,100.0,66.66666666666666,100.0,0.0,0.0,100.0,13.0,Total,Estadual
6.7,6.7,7.0,18.2,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,10.0,Urbana,Estadual
6.1,10.3,,,100.0,16.666666666666664,0.0,33.33333333333333,100.0,0.0,0.0,100.0,5.0,Rural,Total
0.0,0.0,6.8,7.6,100.0,100.0,100.0,75.0,100.0,0.0,0.0,100.0,11.25,Urbana,Estadual
0.0,0.0,1.7,2.4,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,11.0,Urbana,Estadual
